iteration,plc,namespace,ip,wait_physics_marker_sec,load_state_sec,write_sensors_sec,write_local_output_sec,wait_read_actuators_marker_sec,read_actuators_sec,write_actuator_output_sec,cycle_total_sec,sensor_written_count,sensor_skipped_count,actuator_count
3,PLC1,ns-plc1,192.168.1.1,0.010381366999354213,0.000389567983802408,0.0004814519779756665,0.001006884966045618,0.3428706720005721,0.000494043983053416,0.001274305977858603,0.35696526896208525,4,1,2
3,PLC8,ns-plc8,192.168.8.1,0.015548905998002738,0.0002685349900275469,0.0005844880361109972,0.0007941160001792014,0.34374152700183913,6.9569796323776245e-06,0.001729084993712604,0.3627453000517562,1,0,0
3,PLC2,ns-plc2,192.168.2.1,0.010314637038391083,0.00028691597981378436,0.0007351429667323828,0.001547224004752934,0.3426084379898384,0.0005092610372230411,0.0010339069995097816,0.35712543403496966,1,3,5
3,PLC3,ns-plc3,192.168.3.1,0.010239232971798629,0.00019888702081516385,0.0005357089685276151,0.0006109399837441742,0.34604311804287136,7.864029612392187e-06,0.004976448020897806,0.3626709720119834,12,0,0
3,PLC4,ns-plc4,192.168.4.1,0.01028040301753208,0.00025409803492948413,0.0004258439876139164,0.001011775981169194,0.3438926680246368,0.0005439029773697257,0.006669308990240097,0.3631475979927927,2,2,3
3,PLC5,ns-plc5,192.168.5.1,0.015477125998586416,0.0003353870124556124,0.0008397329947911203,0.0012795579968951643,0.34454280498903245,9.010953363031149e-06,0.0058480940060690045,0.3684199940180406,7,0,0
3,PLC7,ns-plc7,192.168.7.1,0.010536157002206892,0.0003405259922146797,0.0004404070205055177,0.0007407040102407336,0.3450107859680429,9.562005288898945e-06,0.006208823004271835,0.3633657980244607,1,0,0
4,PLC4,ns-plc4,192.168.4.1,0.01043696200940758,0.0003504849737510085,0.000506039010360837,0.000726601982023567,0.3433707089861855,0.0005085269804112613,0.0013874490396119654,0.3573633470223285,2,2,3
4,PLC5,ns-plc5,192.168.5.1,0.010454570001456887,0.0003716940409503877,0.0004672259674407542,0.000759413989726454,0.3442455250187777,5.409005098044872e-06,0.0009683240205049515,0.3573476750170812,7,0,0
4,PLC2,ns-plc2,192.168.2.1,0.015496823994908482,0.00029988796450197697,0.00070152897387743,0.0012013560044579208,0.34354266698937863,0.000463895034044981,0.0017711420077830553,0.3635743599734269,1,3,5
4,PLC9,ns-plc9,192.168.9.1,0.01575692999176681,0.0002800110378302634,0.00036806496791541576,0.0005551169742830098,0.34743004001211375,8.34302045404911e-06,0.0008391049923375249,0.3652972730342299,1,0,0
4,PLC7,ns-plc7,192.168.7.1,0.010700327984523028,0.0004636620287783444,0.000741182011552155,0.0011113330256193876,0.3430311889969744,7.285038009285927e-06,0.0021739620133303106,0.35834606899879873,1,0,0
4,PLC3,ns-plc3,192.168.3.1,0.010251735977362841,0.00028861704049631953,0.0004526859847828746,0.0006253879982978106,0.34725874196738005,6.245041731745005e-06,0.006276492029428482,0.36523689597379416,12,0,0
4,PLC8,ns-plc8,192.168.8.1,0.015400636999402195,0.0002372079761698842,0.00044466700637713075,0.0006318759988062084,0.34757102897856385,5.5229756981134415e-06,0.006569207995198667,0.37093365303007886,1,0,0
4,PLC1,ns-plc1,192.168.1.1,0.015370754001196474,0.0002279249601997435,0.00046176702016964555,0.0005420869565568864,0.34879366401582956,0.00039080396527424455,0.005308987980242819,0.3711678590043448,4,1,2
5,PLC9,ns-plc9,192.168.9.1,0.010249348997604102,0.0002207009820267558,0.0004766409983858466,0.0005077890236862004,0.34279039100511,5.918031092733145e-06,0.0009179839980788529,0.3552283690078184,1,0,0
5,PLC3,ns-plc3,192.168.3.1,0.0051393150351941586,0.00020118302199989557,0.0005151850054971874,0.0006649330025538802,0.342071060964372,7.044989615678787e-06,0.0018474039970897138,0.35051151498919353,12,0,0
5,PLC7,ns-plc7,192.168.7.1,0.010369727038778365,0.00030354998307302594,0.0004283179878257215,0.0006534050335176289,0.3455257270252332,7.453025318682194e-06,0.004508264013566077,0.36186377704143524,1,0,0
5,PLC8,ns-plc8,192.168.8.1,0.0051714759902097285,0.00026980997063219547,0.0008382250089198351,0.0011563519947230816,0.34418447501957417,5.667039658874273e-06,0.004686850996222347,0.3564012559945695,1,0,0
5,PLC2,ns-plc2,192.168.2.1,0.015458224981557578,0.00025834195548668504,0.0006071020034141839,0.0007346150232478976,0.3420495170284994,0.0004907060065306723,0.0043302319827489555,0.3640266219736077,1,3,5
5,PLC1,ns-plc1,192.168.1.1,0.005270130990538746,0.0003581219934858382,0.0004516409826464951,0.0007289409986697137,0.3453328490140848,0.0007681529968976974,0.0038543420378118753,0.35683734295889735,4,1,2
5,PLC5,ns-plc5,192.168.5.1,0.015574735007248819,0.0002604640321806073,0.0004281709552742541,0.0005943910218775272,0.3425675129983574,8.256989531219006e-06,0.004819168010726571,0.3643208089633845,7,0,0
5,PLC4,ns-plc4,192.168.4.1,0.015764147974550724,0.00036440195981413126,0.0004191149491816759,0.0007170659955590963,0.3399183109868318,0.0004552809987217188,0.006586632982362062,0.3642998280120082,2,2,3
6,PLC8,ns-plc8,192.168.8.1,0.00520977599080652,0.0003532380214892328,0.0004943120293319225,0.0007243089494295418,0.3435523679945618,5.6810094974935055e-06,0.001058230991475284,0.3514720820239745,1,0,0
6,PLC4,ns-plc4,192.168.4.1,0.005207484005950391,0.00033414497738704085,0.00037435698322951794,0.0006292529869824648,0.34322884102584794,0.0004929119604639709,0.0011502510169520974,0.35150044097099453,2,2,3
6,PLC5,ns-plc5,192.168.5.1,0.005315922026056796,0.00035308499354869127,0.0005660650203935802,0.000731729029212147,0.3429842639598064,8.567003533244133e-06,0.0014752739807590842,0.35151128796860576,7,0,0
6,PLC3,ns-plc3,192.168.3.1,0.015422747004777193,0.0002773970481939614,0.0005484850262291729,0.0006024699541740119,0.3402448199922219,7.633992936462164e-06,0.0012314789928495884,0.3583961440017447,12,0,0
6,PLC7,ns-plc7,192.168.7.1,0.005169212003238499,0.0003037249553017318,0.0004511559964157641,0.0006240119691938162,0.3439509579911828,6.813963409513235e-06,0.0025494220317341387,0.35311679501319304,1,0,0
6,PLC2,ns-plc2,192.168.2.1,0.005132438964210451,0.0001980439992621541,0.0004873620346188545,0.0005378330242820084,0.34602766000898555,0.0005325750098563731,0.004452064982615411,0.3574269150267355,1,3,5
6,PLC9,ns-plc9,192.168.9.1,0.015601909020915627,0.00026644597528502345,0.0003565500373952091,0.0005553319933824241,0.34290491201682016,8.222006727010012e-06,0.005193087970837951,0.36494863900588825,1,0,0
6,PLC1,ns-plc1,192.168.1.1,0.005346199963241816,0.00044202402932569385,0.0007592799956910312,0.000819833017885685,0.3432569279684685,0.000617798010352999,0.006904796988237649,0.35823801398510113,4,1,2
7,PLC4,ns-plc4,192.168.4.1,0.010427793022245169,0.00030933599919080734,0.0007825589855201542,0.0012367759482003748,0.34175279800547287,0.0004537489730864763,0.0012025470496155322,0.35624647000804543,2,2,3
7,PLC8,ns-plc8,192.168.8.1,0.015590332041028887,0.0003428279887884855,0.0004289780044928193,0.0006863929447717965,0.3386326360050589,6.4559862948954105e-06,0.0011847249697893858,0.356958060991019,1,0,0
7,PLC9,ns-plc9,192.168.9.1,0.005165757029317319,0.0002832380123436451,0.0007723239832557738,0.001163518987596035,0.34094271704088897,1.0447984095662832e-05,0.002020986983552575,0.35045724402880296,1,0,0
7,PLC7,ns-plc7,192.168.7.1,0.010303057031705976,0.0002640759921632707,0.0004672399954870343,0.0006968899979256094,0.3434905480244197,8.57602572068572e-06,0.0013027660315856338,0.3566025270265527,1,0,0
7,PLC1,ns-plc1,192.168.1.1,0.0052180750062689185,0.0003046609926968813,0.0005036930087953806,0.0006209209677763283,0.3425436579855159,0.000530894030816853,0.006309698976110667,0.356114562950097,4,1,2
7,PLC2,ns-plc2,192.168.2.1,0.005181321001145989,0.00029761099722236395,0.0005201849853619933,0.0006050969823263586,0.34232297900598496,0.00044550898019224405,0.007863361039198935,0.35729896498378366,1,3,5
7,PLC5,ns-plc5,192.168.5.1,0.01054708199808374,0.00035866000689566135,0.0007896189927123487,0.000960483041126281,0.3446534869726747,8.20402055978775e-06,0.005573178990744054,0.3629704989725724,7,0,0
7,PLC3,ns-plc3,192.168.3.1,0.010246840014588088,0.0002804459654726088,0.000913366035092622,0.0013559730141423643,0.3458380679949187,6.361980922520161e-06,0.004194105044007301,0.3629239259753376,12,0,0
8,PLC9,ns-plc9,192.168.9.1,0.016004721983335912,0.0004448890103958547,0.00048484402941539884,0.0008463760023005307,0.33808079099981114,7.592025212943554e-06,0.0018689989810809493,0.3578343110275455,1,0,0
8,PLC7,ns-plc7,192.168.7.1,0.015472350001800805,0.0003752540214918554,0.0004270329955033958,0.0007592830224893987,0.3388810029719025,9.036972187459469e-06,0.006939669023267925,0.3629392010043375,1,0,0
8,PLC3,ns-plc3,192.168.3.1,0.005142249981872737,0.00023617700207978487,0.0004556759959086776,0.000655203009955585,0.3475251760100946,1.767999492585659e-06,0.003174518991727382,0.3572470090002753,12,0,0
8,PLC2,ns-plc2,192.168.2.1,0.005276498035527766,0.00047189800534397364,0.000643690989818424,0.0015722690150141716,0.3440033289953135,0.0002862150431610644,0.004663384985178709,0.35705572296865284,1,3,5
8,PLC5,ns-plc5,192.168.5.1,0.005161671957466751,0.0002371059963479638,0.00047523999819532037,0.0006506530335173011,0.3447089740075171,7.054011803120375e-06,0.006043453991878778,0.35735413600923494,7,0,0
8,PLC1,ns-plc1,192.168.1.1,0.005173260986339301,0.0003827979671768844,0.0005111330538056791,0.0011034519993700087,0.3434627570095472,0.0005021070246584713,0.006385483022313565,0.3575994740240276,4,1,2
8,PLC4,ns-plc4,192.168.4.1,0.015341038000769913,0.00019959098426625133,0.0003540870384313166,0.0006911990349180996,0.3429624689742923,0.0003649520222097635,0.004475374997127801,0.36445463396376,2,2,3
8,PLC8,ns-plc8,192.168.8.1,0.016004547011107206,0.0003347650053910911,0.0004741059965454042,0.0007274799863807857,0.34303301898762584,1.936976332217455e-06,0.003377409011591226,0.3640462239854969,1,0,0
9,PLC8,ns-plc8,192.168.8.1,0.010725845990236849,0.00043236801866441965,0.0005067239981144667,0.0006747819716110826,0.3380977979977615,6.371003109961748e-06,0.0014229739899747074,0.3519668549997732,1,0,0
9,PLC4,ns-plc4,192.168.4.1,0.010434904019348323,0.00037881400203332305,0.00041356502333655953,0.0007630669861100614,0.33832133800024167,0.0004587079747579992,0.0015238229534588754,0.3523765559657477,2,2,3
9,PLC9,ns-plc9,192.168.9.1,0.015470204001758248,0.00035705004120245576,0.0005723349750041962,0.0008459229720756412,0.34278631600318477,6.76402123644948e-06,0.0040863059693947434,0.3642025829758495,1,0,0
9,PLC5,ns-plc5,192.168.5.1,0.010340385022573173,0.00025822699535638094,0.0004341639578342438,0.0006254389882087708,0.34338077501161024,6.484973710030317e-06,0.003219511010684073,0.3583292390103452,7,0,0
9,PLC3,ns-plc3,192.168.3.1,0.01026936003472656,0.00020746595691889524,0.0005168009665794671,0.0005890870233997703,0.34258125396445394,8.47596675157547e-06,0.004218624031636864,0.3584469959605485,12,0,0
9,PLC7,ns-plc7,192.168.7.1,0.010519657982513309,0.00034521898487582803,0.0004296050174161792,0.0006956250290386379,0.34048035996966064,7.634982466697693e-06,0.006053946970496327,0.3586063939728774,1,0,0
9,PLC2,ns-plc2,192.168.2.1,0.010305233008693904,0.00023967603920027614,0.0007896139868535101,0.0012476050178520381,0.3384533040225506,0.00045573594979941845,0.006928308983333409,0.35851434903452173,1,3,5
9,PLC1,ns-plc1,192.168.1.1,0.010418170015327632,0.0004875339800491929,0.0009626749670132995,0.0012155009899288416,0.3376651960425079,0.0006872870144434273,0.006934104021638632,0.35846178501378745,4,1,2
10,PLC1,ns-plc1,192.168.1.1,0.010419417987577617,0.00031882699113339186,0.0003862939774990082,0.0007278670091181993,0.3374330050428398,0.00044623500434681773,0.001308207050897181,0.3511253150063567,4,1,2
10,PLC3,ns-plc3,192.168.3.1,0.010261725983582437,0.0002884379937313497,0.0004222449497319758,0.0006737340008839965,0.3390134699875489,7.534981705248356e-06,0.001237494987435639,0.35196615097811446,12,0,0
10,PLC2,ns-plc2,192.168.2.1,0.010302759998012334,0.0002686629886738956,0.0007603259873576462,0.0014977999962866306,0.33822423400124535,0.0008181639714166522,0.0027473419904708862,0.35470810398692265,1,3,5
10,PLC4,ns-plc4,192.168.4.1,0.015354129020124674,0.00023527402663603425,0.00042522099101915956,0.0006611860007978976,0.3428238259512,0.000579838000703603,0.005995223007630557,0.3661572099663317,2,2,3
10,PLC9,ns-plc9,192.168.9.1,0.010232304979581386,0.00021597498562186956,0.00036902399733662605,0.0005438380176201463,0.342736481979955,6.332003977149725e-06,0.0068965620012022555,0.36105584097094834,1,0,0
10,PLC5,ns-plc5,192.168.5.1,0.010344028007239103,0.00031018699519336224,0.0009094579727388918,0.001457630016375333,0.341103061044123,6.8810186348855495e-06,0.006906553986482322,0.3611233220435679,7,0,0
10,PLC7,ns-plc7,192.168.7.1,0.010433040966745466,0.00045073701767250896,0.00078369997208938,0.001230250985827297,0.34068954398389906,8.909031748771667e-06,0.007409912010189146,0.36110084800748155,1,0,0
10,PLC8,ns-plc8,192.168.8.1,0.016124462999869138,0.0004491799627430737,0.0006298110238276422,0.0011527749593369663,0.3420384419732727,9.067996870726347e-06,0.006725459010340273,0.36724230501567945,1,0,0
11,PLC8,ns-plc8,192.168.8.1,0.010634182952344418,0.0004783300100825727,0.0007372499676421285,0.0013102260418236256,0.3389121659565717,9.403040166944265e-06,0.0011457959772087634,0.3533484030049294,1,0,0
11,PLC1,ns-plc1,192.168.1.1,0.02075707697076723,0.0003659049980342388,0.0005671579856425524,0.0016735140234231949,0.33801421895623207,0.000432096014264971,0.0019046479719690979,0.36380147899035364,4,1,2
11,PLC7,ns-plc7,192.168.7.1,0.010597644024528563,0.00035609997576102614,0.0004312279634177685,0.0014200189616531134,0.34148094296688214,5.928974132984877e-06,0.005090708029456437,0.35945667303167284,1,0,0
11,PLC2,ns-plc2,192.168.2.1,0.01536013203440234,0.00023558299290016294,0.0008286619558930397,0.0012813180219382048,0.3411628019530326,0.0007806770154275,0.006479684030637145,0.3662200410035439,1,3,5
11,PLC4,ns-plc4,192.168.4.1,0.010245625977404416,0.0002627340145409107,0.0005032180342823267,0.0006846660398878157,0.3425202990183607,0.0005282660131342709,0.005788962997030467,0.3606060740421526,2,2,3
11,PLC3,ns-plc3,192.168.3.1,0.020747423986904323,0.0003036400303244591,0.00043206202099099755,0.0014113099896349013,0.34195169899612665,5.945970769971609e-06,0.00458126503508538,0.3695118689793162,12,0,0
11,PLC5,ns-plc5,192.168.5.1,0.010343862988520414,0.00027832697378471494,0.0004415349685586989,0.0006197509937919676,0.3429349549696781,7.618975359946489e-06,0.005601271986961365,0.3602950969943777,7,0,0
11,PLC9,ns-plc9,192.168.9.1,0.010228248953353614,0.00019525398965924978,0.0004954489995725453,0.0005591129884123802,0.3426476920139976,6.210000719875097e-06,0.006461773009505123,0.36065735801821575,1,0,0
12,PLC1,ns-plc1,192.168.1.1,0.015654255053959787,0.0003587829996831715,0.0005515090306289494,0.0007606509607285261,0.34306087502045557,0.0004998489748686552,0.0012886160402558744,0.3622475059819408,4,1,2
12,PLC4,ns-plc4,192.168.4.1,0.010269944032188505,0.00025475199799984694,0.0007746960036456585,0.0013561370433308184,0.3413440079893917,0.000443077995441854,0.0018343579722568393,0.356369488989003,2,2,3
12,PLC3,ns-plc3,192.168.3.1,0.010370464995503426,0.00028533500153571367,0.00044593296479433775,0.0006487449863925576,0.34385430900147185,5.7140132412314415e-06,0.005874023016076535,0.3615686920238659,12,0,0
12,PLC7,ns-plc7,192.168.7.1,0.010288304009009153,0.00024143600603565574,0.00034004502231255174,0.000600429018959403,0.34427540795877576,7.454014848917723e-06,0.006673071999102831,0.36249655502615497,1,0,0
12,PLC5,ns-plc5,192.168.5.1,0.010373908968176693,0.0003129299730062485,0.0004408910172060132,0.0008474629721604288,0.34329120500478894,6.892019882798195e-06,0.006936657999176532,0.3622834809939377,7,0,0
12,PLC9,ns-plc9,192.168.9.1,0.010522544966079295,0.0003379820263944566,0.0004941630177199841,0.0007312829839065671,0.3437031279900111,9.03598265722394e-06,0.006078717997297645,0.361958998022601,1,0,0
12,PLC2,ns-plc2,192.168.2.1,0.010498630988877267,0.0003628850099630654,0.00044295197585597634,0.0007709380006417632,0.34289984498173,0.0005198229919187725,0.007301901001483202,0.36287372902734205,1,3,5
12,PLC8,ns-plc8,192.168.8.1,0.015670332999434322,0.00025393400574103,0.0004415829898789525,0.0005642090109176934,0.3451736359857023,9.238021448254585e-06,0.006887619965709746,0.3691039109835401,1,0,0
13,PLC7,ns-plc7,192.168.7.1,0.010252573993057013,0.0002349059795960784,0.0007719580316916108,0.0012241179938428104,0.33777035103412345,6.962975021451712e-06,0.0016962250228971243,0.35206464800285175,1,0,0
13,PLC8,ns-plc8,192.168.8.1,0.010729594039730728,0.0005353710148483515,0.0006598010077141225,0.001111765974201262,0.3390577639802359,7.845985237509012e-06,0.004320099018514156,0.35653888498200104,1,0,0
13,PLC2,ns-plc2,192.168.2.1,0.01045538199832663,0.0003498849691823125,0.0004512330051511526,0.0007441560155712068,0.3382447139592841,0.0004980069934390485,0.006377495999913663,0.35719890001928434,1,3,5
13,PLC9,ns-plc9,192.168.9.1,0.01023846899624914,0.00021793501218780875,0.00037817296106368303,0.0005307460087351501,0.3388182150083594,9.996991138905287e-06,0.0070217669708654284,0.35728772199945524,1,0,0
13,PLC5,ns-plc5,192.168.5.1,0.010249372979160398,0.00020179699640721083,0.0007622810080647469,0.0012561929761432111,0.3409122010343708,8.076021913439035e-06,0.0042177609866485,0.3576876500155777,7,0,0
13,PLC3,ns-plc3,192.168.3.1,0.010285539028700441,0.00021205603843554854,0.0004322510212659836,0.0006328669842332602,0.3421598019776866,6.4229825511574745e-06,0.004723851976450533,0.35851599101442844,12,0,0
13,PLC4,ns-plc4,192.168.4.1,0.015557245002128184,0.0004395419964566827,0.0007401140173897147,0.0011993290390819311,0.3395792660303414,0.00047873094445094466,0.005893828987609595,0.36398200097028166,2,2,3
13,PLC1,ns-plc1,192.168.1.1,0.015393859008327127,0.00023563700960949063,0.0004122249665670097,0.0006059189909137785,0.34287165402201936,0.0005681010079570115,0.003909548977389932,0.3640628169523552,4,1,2
14,PLC9,ns-plc9,192.168.9.1,0.010452791000716388,0.00029085000278428197,0.0004125539562664926,0.0015818370156921446,0.33389408700168133,6.399990525096655e-06,0.0013217430096119642,0.3480626509990543,1,0,0
14,PLC7,ns-plc7,192.168.7.1,0.015503384987823665,0.00029362301575019956,0.000418715993873775,0.0010742570157162845,0.3380630169995129,6.71902671456337e-06,0.0043266150169074535,0.35976628499338403,1,0,0
14,PLC8,ns-plc8,192.168.8.1,0.010247879952657968,0.0002556620165705681,0.0007740670116618276,0.001704272988718003,0.33764592302031815,6.232003215700388e-06,0.0040903830085881054,0.35481424297904596,1,0,0
14,PLC1,ns-plc1,192.168.1.1,0.01045339199481532,0.00037049601087346673,0.0005007149884477258,0.000859924010001123,0.3376676309853792,0.0004957270575687289,0.0036882920539937913,0.35410608199890703,4,1,2
14,PLC5,ns-plc5,192.168.5.1,0.01040865300456062,0.00038383103674277663,0.0007038749754428864,0.0008656309801153839,0.3375547690084204,6.475020200014114e-06,0.004735854978207499,0.35473139595706016,7,0,0
14,PLC3,ns-plc3,192.168.3.1,0.010327743017114699,0.00037043303018435836,0.0007735189865343273,0.0016516050091013312,0.3350130720064044,8.500006515532732e-06,0.00640347896842286,0.35464612796204165,12,0,0
14,PLC4,ns-plc4,192.168.4.1,0.010398626036476344,0.00038585602305829525,0.00045781402150169015,0.0008199589792639017,0.33830743201542646,0.0006158669712021947,0.003506593988277018,0.35456992901163176,2,2,3
14,PLC2,ns-plc2,192.168.2.1,0.010305332019925117,0.0002617330173961818,0.0006922470056451857,0.0013015849981456995,0.3379259569919668,0.0004508810234256089,0.004134900984354317,0.35516895999899134,1,3,5
15,PLC4,ns-plc4,192.168.4.1,0.005207549023907632,0.0003539710305631161,0.0005238730227574706,0.0008132740040309727,0.3443385480204597,0.00037648400757461786,0.000998436997178942,0.35268347401870415,2,2,3
15,PLC7,ns-plc7,192.168.7.1,0.010257684043608606,0.000277878949418664,0.0004059250350110233,0.0005887900479137897,0.342644564982038,6.1549944803118706e-06,0.0010114139877259731,0.35525625600712374,1,0,0
15,PLC5,ns-plc5,192.168.5.1,0.005144881026353687,0.00023846101248636842,0.0004944889806210995,0.0006690970039926469,0.3462938240263611,8.56997212395072e-06,0.0013934909948147833,0.3543137380038388,7,0,0
15,PLC9,ns-plc9,192.168.9.1,0.015568170987535268,0.0003170850104652345,0.00042532599763944745,0.0007264709565788507,0.3422671459848061,7.10395397618413e-06,0.0017805640236474574,0.36117307597305626,1,0,0
15,PLC2,ns-plc2,192.168.2.1,0.005270644032862037,0.00039400398964062333,0.0006499639712274075,0.0007646040176041424,0.3473556420067325,0.0004187800223007798,0.0042102179722860456,0.35916246596025303,1,3,5
15,PLC1,ns-plc1,192.168.1.1,0.010296902037225664,0.00025422603357583284,0.0003980619949288666,0.0006229550344869494,0.34255743003450334,0.0004306579940021038,0.005459061998408288,0.3600871950038709,4,1,2
15,PLC3,ns-plc3,192.168.3.1,0.005206599016673863,0.0003549379762262106,0.0005396589986048639,0.0007772429962642491,0.34747322398470715,7.13299959897995e-06,0.005406124982982874,0.359838354983367,12,0,0
15,PLC8,ns-plc8,192.168.8.1,0.010354686004575342,0.00029157596873119473,0.00035898596979677677,0.0005970619968138635,0.34224850503960624,6.024027243256569e-06,0.006277024978771806,0.36020947503857315,1,0,0
16,PLC7,ns-plc7,192.168.7.1,0.016037126013543457,0.0004731090157292783,0.0005453539779409766,0.0009390179766342044,0.33351200696779415,5.866982974112034e-06,0.0015568030066788197,0.3531358190230094,1,0,0
16,PLC8,ns-plc8,192.168.8.1,0.005157209991011769,0.0002999139833264053,0.000378207943867892,0.0005866079591214657,0.3430932419723831,6.200047209858894e-06,0.0035323810297995806,0.3531150089693256,1,0,0
16,PLC1,ns-plc1,192.168.1.1,0.010262434021569788,0.0002431949833407998,0.0003861190052703023,0.0005355839966796339,0.33627328102011234,0.0003779999678954482,0.0053042679792270064,0.35343869600910693,4,1,2
16,PLC4,ns-plc4,192.168.4.1,0.015444902994204313,0.0002555990358814597,0.0003535579890012741,0.0005675709689967334,0.3379603439825587,0.00042607198702171445,0.005517946963664144,0.3605848160223104,2,2,3
16,PLC2,ns-plc2,192.168.2.1,0.01025469700107351,0.00027110398514196277,0.000734339002519846,0.0012241799850016832,0.3345162500045262,0.0005225909990258515,0.0060215789708308876,0.3536333540105261,1,3,5
16,PLC5,ns-plc5,192.168.5.1,0.015801001980435103,0.0003731280448846519,0.00044835201697424054,0.0007594540365971625,0.3379808830213733,5.915993824601173e-06,0.0035072320024482906,0.3589500749949366,7,0,0
16,PLC9,ns-plc9,192.168.9.1,0.015377161034848541,0.0002344090025871992,0.000488811987452209,0.0006314509664662182,0.3379021559958346,5.7720462791621685e-06,0.00430737400893122,0.35901889600791037,1,0,0
16,PLC3,ns-plc3,192.168.3.1,0.010264948010444641,0.00025048397947102785,0.0008083399734459817,0.0013459189794957638,0.33431713498430327,8.45297472551465e-06,0.006790672952774912,0.353876530949492,12,0,0
17,PLC9,ns-plc9,192.168.9.1,0.005149470001924783,0.00023187900660559535,0.0004390109679661691,0.0006428670021705329,0.3479507400188595,8.080038242042065e-06,0.0013580159866251051,0.3558504399843514,1,0,0
17,PLC8,ns-plc8,192.168.8.1,0.01042576797772199,0.000279230996966362,0.0004970050067640841,0.0006167899700812995,0.3434209760162048,6.417976692318916e-06,0.0013813599944114685,0.3566907829954289,1,0,0
17,PLC3,ns-plc3,192.168.3.1,0.005178162013180554,0.00028419797308743,0.0004884060472249985,0.0009087139624170959,0.3481127049890347,7.826020009815693e-06,0.0016016909503377974,0.3566506479983218,12,0,0
17,PLC7,ns-plc7,192.168.7.1,0.01602138701127842,0.0004436299786902964,0.0007730939541943371,0.0007987599819898605,0.3437747950083576,7.135968189686537e-06,0.001494883035775274,0.36339628900168464,1,0,0
