iteration,plc,variable,value,source,direction,kind,timestamp_epoch
2,PLC1,PLC1_PU1F,90.691360,modbus_poll,response,md,1779946579.606743
2,PLC1,PLC1_PU2F,90.708649,modbus_poll,response,md,1779946579.606743
2,PLC2,PLC2_T1,3.000000,modbus_poll,response,md,1779946579.606743
2,PLC3,PLC3_J14,41.476265,modbus_poll,response,md,1779946579.606743
2,PLC3,PLC3_J256,72.275497,modbus_poll,response,md,1779946579.606743
2,PLC3,PLC3_J289,23.595627,modbus_poll,response,md,1779946579.606743
2,PLC3,PLC3_J300,23.633673,modbus_poll,response,md,1779946579.606743
2,PLC3,PLC3_J415,84.108727,modbus_poll,response,md,1779946579.606743
2,PLC3,PLC3_J422,24.997587,modbus_poll,response,md,1779946579.606743
2,PLC3,PLC3_PU4F,0.000000,modbus_poll,response,md,1779946579.606743
2,PLC3,PLC3_PU5F,0.000000,modbus_poll,response,md,1779946579.606743
2,PLC3,PLC3_PU6F,0.000000,modbus_poll,response,md,1779946579.606743
2,PLC3,PLC3_PU7F,48.330650,modbus_poll,response,md,1779946579.606743
2,PLC3,PLC3_T2,0.500000,modbus_poll,response,md,1779946579.606743
2,PLC3,PLC3_V2F,0.000000,modbus_poll,response,md,1779946579.606743
2,PLC4,PLC4_T3,3.000000,modbus_poll,response,md,1779946579.606743
2,PLC4,PLC4_T4,2.500000,modbus_poll,response,md,1779946579.606743
2,PLC5,PLC5_J302,29.259436,modbus_poll,response,md,1779946579.606743
2,PLC5,PLC5_J306,85.420586,modbus_poll,response,md,1779946579.606743
2,PLC5,PLC5_J307,29.259436,modbus_poll,response,md,1779946579.606743
2,PLC5,PLC5_J317,57.587933,modbus_poll,response,md,1779946579.606743
2,PLC5,PLC5_PU10F,0.000000,modbus_poll,response,md,1779946579.606743
2,PLC5,PLC5_PU11F,0.000000,modbus_poll,response,md,1779946579.606743
2,PLC5,PLC5_PU8F,38.169521,modbus_poll,response,md,1779946579.606743
2,PLC7,PLC7_T5,1.000000,modbus_poll,response,md,1779946579.606743
2,PLC8,PLC8_T6,5.200000,modbus_poll,response,md,1779946579.606743
2,PLC9,PLC9_T7,2.500000,modbus_poll,response,md,1779946579.606743
3,PLC1,PLC1_J269,37.952499,modbus_poll,response,md,1779946579.953705
3,PLC1,PLC1_J280,2.977955,modbus_poll,response,md,1779946579.953705
3,PLC1,PLC1_PU1F,90.659195,modbus_poll,response,md,1779946579.953705
3,PLC1,PLC1_PU2F,90.676476,modbus_poll,response,md,1779946579.953705
3,PLC2,PLC2_T1,3.031908,modbus_poll,response,md,1779946579.953705
3,PLC3,PLC3_J14,41.502846,modbus_poll,response,md,1779946579.953705
3,PLC3,PLC3_J256,72.249565,modbus_poll,response,md,1779946579.953705
3,PLC3,PLC3_J289,23.554607,modbus_poll,response,md,1779946579.953705
3,PLC3,PLC3_J300,23.592619,modbus_poll,response,md,1779946579.953705
3,PLC3,PLC3_J415,84.111633,modbus_poll,response,md,1779946579.953705
3,PLC3,PLC3_J422,24.956375,modbus_poll,response,md,1779946579.953705
3,PLC3,PLC3_PU4F,0.000000,modbus_poll,response,md,1779946579.953705
3,PLC3,PLC3_PU5F,0.000000,modbus_poll,response,md,1779946579.953705
3,PLC3,PLC3_PU6F,0.000000,modbus_poll,response,md,1779946579.953705
3,PLC3,PLC3_PU7F,48.306900,modbus_poll,response,md,1779946579.953705
3,PLC3,PLC3_T2,0.457248,modbus_poll,response,md,1779946579.953705
3,PLC3,PLC3_V2F,0.000000,modbus_poll,response,md,1779946579.953705
3,PLC4,PLC4_T3,2.974067,modbus_poll,response,md,1779946579.953705
3,PLC4,PLC4_T4,2.519461,modbus_poll,response,md,1779946579.953705
3,PLC5,PLC5_J302,29.289812,modbus_poll,response,md,1779946579.953705
3,PLC5,PLC5_J306,85.465294,modbus_poll,response,md,1779946579.953705
3,PLC5,PLC5_J307,29.289812,modbus_poll,response,md,1779946579.953705
3,PLC5,PLC5_J317,57.466404,modbus_poll,response,md,1779946579.953705
3,PLC5,PLC5_PU10F,0.000000,modbus_poll,response,md,1779946579.953705
3,PLC5,PLC5_PU11F,0.000000,modbus_poll,response,md,1779946579.953705
3,PLC5,PLC5_PU8F,38.161995,modbus_poll,response,md,1779946579.953705
3,PLC7,PLC7_T5,1.054207,modbus_poll,response,md,1779946579.953705
3,PLC8,PLC8_T6,5.170017,modbus_poll,response,md,1779946579.953705
3,PLC9,PLC9_T7,2.385116,modbus_poll,response,md,1779946579.953705
4,PLC1,PLC1_J269,35.068378,modbus_poll,response,md,1779946580.299290
4,PLC1,PLC1_J280,2.975443,modbus_poll,response,md,1779946580.299290
4,PLC1,PLC1_PU1F,96.097961,modbus_poll,response,md,1779946580.299290
4,PLC1,PLC1_PU2F,96.116814,modbus_poll,response,md,1779946580.299290
4,PLC2,PLC2_T1,3.063795,modbus_poll,response,md,1779946580.299290
4,PLC3,PLC3_J14,28.418928,modbus_poll,response,md,1779946580.299290
4,PLC3,PLC3_J256,89.188637,modbus_poll,response,md,1779946580.299290
4,PLC3,PLC3_J289,25.379654,modbus_poll,response,md,1779946580.299290
4,PLC3,PLC3_J300,25.318213,modbus_poll,response,md,1779946580.299290
4,PLC3,PLC3_J415,84.624886,modbus_poll,response,md,1779946580.299290
4,PLC3,PLC3_J422,27.518927,modbus_poll,response,md,1779946580.299290
4,PLC3,PLC3_PU4F,33.948795,modbus_poll,response,md,1779946580.299290
4,PLC3,PLC3_PU5F,0.000000,modbus_poll,response,md,1779946580.299290
4,PLC3,PLC3_PU6F,0.000000,modbus_poll,response,md,1779946580.299290
4,PLC3,PLC3_PU7F,49.008507,modbus_poll,response,md,1779946580.299290
4,PLC3,PLC3_T2,0.414517,modbus_poll,response,md,1779946580.299290
4,PLC3,PLC3_V2F,107.354805,modbus_poll,response,md,1779946580.299290
4,PLC4,PLC4_T3,2.948135,modbus_poll,response,md,1779946580.299290
4,PLC4,PLC4_T4,2.538855,modbus_poll,response,md,1779946580.299290
4,PLC5,PLC5_J302,27.133043,modbus_poll,response,md,1779946580.299290
4,PLC5,PLC5_J306,84.636948,modbus_poll,response,md,1779946580.299290
4,PLC5,PLC5_J307,27.133043,modbus_poll,response,md,1779946580.299290
4,PLC5,PLC5_J317,57.393845,modbus_poll,response,md,1779946580.299290
4,PLC5,PLC5_PU10F,0.000000,modbus_poll,response,md,1779946580.299290
4,PLC5,PLC5_PU11F,0.000000,modbus_poll,response,md,1779946580.299290
4,PLC5,PLC5_PU8F,37.456863,modbus_poll,response,md,1779946580.299290
4,PLC7,PLC7_T5,1.108393,modbus_poll,response,md,1779946580.299290
4,PLC8,PLC8_T6,5.139771,modbus_poll,response,md,1779946580.299290
4,PLC9,PLC9_T7,2.267910,modbus_poll,response,md,1779946580.299290
5,PLC1,PLC1_J269,35.066986,modbus_poll,response,md,1779946580.645293
5,PLC1,PLC1_J280,2.975442,modbus_poll,response,md,1779946580.645293
5,PLC1,PLC1_PU1F,96.100555,modbus_poll,response,md,1779946580.645293
5,PLC1,PLC1_PU2F,96.119408,modbus_poll,response,md,1779946580.645293
5,PLC2,PLC2_T1,3.058341,modbus_poll,response,md,1779946580.645293
5,PLC3,PLC3_J14,28.435211,modbus_poll,response,md,1779946580.645293
5,PLC3,PLC3_J256,89.221596,modbus_poll,response,md,1779946580.645293
5,PLC3,PLC3_J289,25.397039,modbus_poll,response,md,1779946580.645293
5,PLC3,PLC3_J300,25.335646,modbus_poll,response,md,1779946580.645293
5,PLC3,PLC3_J415,84.645172,modbus_poll,response,md,1779946580.645293
5,PLC3,PLC3_J422,27.535210,modbus_poll,response,md,1779946580.645293
5,PLC3,PLC3_PU4F,33.939262,modbus_poll,response,md,1779946580.645293
5,PLC3,PLC3_PU5F,0.000000,modbus_poll,response,md,1779946580.645293
5,PLC3,PLC3_PU6F,0.000000,modbus_poll,response,md,1779946580.645293
5,PLC3,PLC3_PU7F,49.006969,modbus_poll,response,md,1779946580.645293
5,PLC3,PLC3_T2,0.436098,modbus_poll,response,md,1779946580.645293
5,PLC3,PLC3_V2F,107.224495,modbus_poll,response,md,1779946580.645293
5,PLC4,PLC4_T3,2.990989,modbus_poll,response,md,1779946580.645293
5,PLC4,PLC4_T4,2.560227,modbus_poll,response,md,1779946580.645293
5,PLC5,PLC5_J302,27.131771,modbus_poll,response,md,1779946580.645293
5,PLC5,PLC5_J306,84.667839,modbus_poll,response,md,1779946580.645293
5,PLC5,PLC5_J307,27.131771,modbus_poll,response,md,1779946580.645293
5,PLC5,PLC5_J317,57.271820,modbus_poll,response,md,1779946580.645293
5,PLC5,PLC5_PU10F,0.000000,modbus_poll,response,md,1779946580.645293
5,PLC5,PLC5_PU11F,0.000000,modbus_poll,response,md,1779946580.645293
5,PLC5,PLC5_PU8F,37.439606,modbus_poll,response,md,1779946580.645293
5,PLC7,PLC7_T5,1.160674,modbus_poll,response,md,1779946580.645293
5,PLC8,PLC8_T6,5.109406,modbus_poll,response,md,1779946580.645293
5,PLC9,PLC9_T7,2.153607,modbus_poll,response,md,1779946580.645293
6,PLC1,PLC1_J269,35.065624,modbus_poll,response,md,1779946580.989451
6,PLC1,PLC1_J280,2.975441,modbus_poll,response,md,1779946580.989451
6,PLC1,PLC1_PU1F,96.103096,modbus_poll,response,md,1779946580.989451
6,PLC1,PLC1_PU2F,96.121948,modbus_poll,response,md,1779946580.989451
6,PLC2,PLC2_T1,3.052947,modbus_poll,response,md,1779946580.989451
6,PLC3,PLC3_J14,28.451431,modbus_poll,response,md,1779946580.989451
6,PLC3,PLC3_J256,89.254501,modbus_poll,response,md,1779946580.989451
6,PLC3,PLC3_J289,25.414354,modbus_poll,response,md,1779946580.989451
6,PLC3,PLC3_J300,25.353010,modbus_poll,response,md,1779946580.989451
6,PLC3,PLC3_J415,84.665436,modbus_poll,response,md,1779946580.989451
6,PLC3,PLC3_J422,27.551430,modbus_poll,response,md,1779946580.989451
6,PLC3,PLC3_PU4F,33.929867,modbus_poll,response,md,1779946580.989451
6,PLC3,PLC3_PU5F,0.000000,modbus_poll,response,md,1779946580.989451
6,PLC3,PLC3_PU6F,0.000000,modbus_poll,response,md,1779946580.989451
6,PLC3,PLC3_PU7F,49.005413,modbus_poll,response,md,1779946580.989451
6,PLC3,PLC3_T2,0.457574,modbus_poll,response,md,1779946580.989451
6,PLC3,PLC3_V2F,107.094688,modbus_poll,response,md,1779946580.989451
6,PLC4,PLC4_T3,3.033825,modbus_poll,response,md,1779946580.989451
6,PLC4,PLC4_T4,2.581595,modbus_poll,response,md,1779946580.989451
6,PLC5,PLC5_J302,27.130529,modbus_poll,response,md,1779946580.989451
6,PLC5,PLC5_J306,84.698708,modbus_poll,response,md,1779946580.989451
6,PLC5,PLC5_J307,27.130529,modbus_poll,response,md,1779946580.989451
6,PLC5,PLC5_J317,57.173294,modbus_poll,response,md,1779946580.989451
6,PLC5,PLC5_PU10F,0.000000,modbus_poll,response,md,1779946580.989451
6,PLC5,PLC5_PU11F,0.000000,modbus_poll,response,md,1779946580.989451
6,PLC5,PLC5_PU8F,37.422363,modbus_poll,response,md,1779946580.989451
6,PLC7,PLC7_T5,1.212909,modbus_poll,response,md,1779946580.989451
6,PLC8,PLC8_T6,5.078782,modbus_poll,response,md,1779946580.989451
6,PLC9,PLC9_T7,2.036917,modbus_poll,response,md,1779946580.989451
7,PLC1,PLC1_J269,35.064281,modbus_poll,response,md,1779946581.336117
7,PLC1,PLC1_J280,2.975440,modbus_poll,response,md,1779946581.336117
7,PLC1,PLC1_PU1F,96.105606,modbus_poll,response,md,1779946581.336117
7,PLC1,PLC1_PU2F,96.124458,modbus_poll,response,md,1779946581.336117
7,PLC2,PLC2_T1,3.047612,modbus_poll,response,md,1779946581.336117
7,PLC3,PLC3_J14,28.467590,modbus_poll,response,md,1779946581.336117
7,PLC3,PLC3_J256,89.287376,modbus_poll,response,md,1779946581.336117
7,PLC3,PLC3_J289,25.431604,modbus_poll,response,md,1779946581.336117
7,PLC3,PLC3_J300,25.370310,modbus_poll,response,md,1779946581.336117
7,PLC3,PLC3_J415,84.685677,modbus_poll,response,md,1779946581.336117
7,PLC3,PLC3_J422,27.567589,modbus_poll,response,md,1779946581.336117
7,PLC3,PLC3_PU4F,33.920452,modbus_poll,response,md,1779946581.336117
7,PLC3,PLC3_PU5F,0.000000,modbus_poll,response,md,1779946581.336117
7,PLC3,PLC3_PU6F,0.000000,modbus_poll,response,md,1779946581.336117
7,PLC3,PLC3_PU7F,49.003830,modbus_poll,response,md,1779946581.336117
7,PLC3,PLC3_T2,0.478946,modbus_poll,response,md,1779946581.336117
7,PLC3,PLC3_V2F,106.965439,modbus_poll,response,md,1779946581.336117
7,PLC4,PLC4_T3,3.076641,modbus_poll,response,md,1779946581.336117
7,PLC4,PLC4_T4,2.602958,modbus_poll,response,md,1779946581.336117
7,PLC5,PLC5_J302,27.129326,modbus_poll,response,md,1779946581.336117
7,PLC5,PLC5_J306,84.729568,modbus_poll,response,md,1779946581.336117
7,PLC5,PLC5_J307,27.129326,modbus_poll,response,md,1779946581.336117
7,PLC5,PLC5_J317,57.075008,modbus_poll,response,md,1779946581.336117
7,PLC5,PLC5_PU10F,0.000000,modbus_poll,response,md,1779946581.336117
7,PLC5,PLC5_PU11F,0.000000,modbus_poll,response,md,1779946581.336117
7,PLC5,PLC5_PU8F,37.405136,modbus_poll,response,md,1779946581.336117
7,PLC7,PLC7_T5,1.265097,modbus_poll,response,md,1779946581.336117
7,PLC8,PLC8_T6,5.047967,modbus_poll,response,md,1779946581.336117
7,PLC9,PLC9_T7,1.920486,modbus_poll,response,md,1779946581.336117
8,PLC1,PLC1_J269,35.062962,modbus_poll,response,md,1779946581.683961
8,PLC1,PLC1_J280,2.975439,modbus_poll,response,md,1779946581.683961
8,PLC1,PLC1_PU1F,96.108070,modbus_poll,response,md,1779946581.683961
8,PLC1,PLC1_PU2F,96.126923,modbus_poll,response,md,1779946581.683961
8,PLC2,PLC2_T1,3.042337,modbus_poll,response,md,1779946581.683961
8,PLC3,PLC3_J14,28.483690,modbus_poll,response,md,1779946581.683961
8,PLC3,PLC3_J256,89.320206,modbus_poll,response,md,1779946581.683961
8,PLC3,PLC3_J289,25.448790,modbus_poll,response,md,1779946581.683961
8,PLC3,PLC3_J300,25.387545,modbus_poll,response,md,1779946581.683961
8,PLC3,PLC3_J415,84.705894,modbus_poll,response,md,1779946581.683961
8,PLC3,PLC3_J422,27.583689,modbus_poll,response,md,1779946581.683961
8,PLC3,PLC3_PU4F,33.911015,modbus_poll,response,md,1779946581.683961
8,PLC3,PLC3_PU5F,0.000000,modbus_poll,response,md,1779946581.683961
8,PLC3,PLC3_PU6F,0.000000,modbus_poll,response,md,1779946581.683961
8,PLC3,PLC3_PU7F,49.002228,modbus_poll,response,md,1779946581.683961
8,PLC3,PLC3_T2,0.500212,modbus_poll,response,md,1779946581.683961
8,PLC3,PLC3_V2F,106.836746,modbus_poll,response,md,1779946581.683961
8,PLC4,PLC4_T3,3.119438,modbus_poll,response,md,1779946581.683961
8,PLC4,PLC4_T4,2.624317,modbus_poll,response,md,1779946581.683961
8,PLC5,PLC5_J302,27.128159,modbus_poll,response,md,1779946581.683961
8,PLC5,PLC5_J306,84.760406,modbus_poll,response,md,1779946581.683961
8,PLC5,PLC5_J307,27.128159,modbus_poll,response,md,1779946581.683961
8,PLC5,PLC5_J317,56.976746,modbus_poll,response,md,1779946581.683961
8,PLC5,PLC5_PU10F,0.000000,modbus_poll,response,md,1779946581.683961
8,PLC5,PLC5_PU11F,0.000000,modbus_poll,response,md,1779946581.683961
8,PLC5,PLC5_PU8F,37.387932,modbus_poll,response,md,1779946581.683961
8,PLC7,PLC7_T5,1.317238,modbus_poll,response,md,1779946581.683961
8,PLC8,PLC8_T6,5.016964,modbus_poll,response,md,1779946581.683961
8,PLC9,PLC9_T7,1.804311,modbus_poll,response,md,1779946581.683961
9,PLC1,PLC1_J269,35.061661,modbus_poll,response,md,1779946582.031665
9,PLC1,PLC1_J280,2.975437,modbus_poll,response,md,1779946582.031665
9,PLC1,PLC1_PU1F,96.110497,modbus_poll,response,md,1779946582.031665
9,PLC1,PLC1_PU2F,96.129349,modbus_poll,response,md,1779946582.031665
9,PLC2,PLC2_T1,3.037120,modbus_poll,response,md,1779946582.031665
9,PLC3,PLC3_J14,28.499729,modbus_poll,response,md,1779946582.031665
9,PLC3,PLC3_J256,89.353004,modbus_poll,response,md,1779946582.031665
9,PLC3,PLC3_J289,25.465910,modbus_poll,response,md,1779946582.031665
9,PLC3,PLC3_J300,25.404715,modbus_poll,response,md,1779946582.031665
9,PLC3,PLC3_J415,84.726089,modbus_poll,response,md,1779946582.031665
9,PLC3,PLC3_J422,27.599728,modbus_poll,response,md,1779946582.031665
9,PLC3,PLC3_PU4F,33.901558,modbus_poll,response,md,1779946582.031665
9,PLC3,PLC3_PU5F,0.000000,modbus_poll,response,md,1779946582.031665
9,PLC3,PLC3_PU6F,0.000000,modbus_poll,response,md,1779946582.031665
9,PLC3,PLC3_PU7F,49.000599,modbus_poll,response,md,1779946582.031665
9,PLC3,PLC3_T2,0.521374,modbus_poll,response,md,1779946582.031665
9,PLC3,PLC3_V2F,106.708603,modbus_poll,response,md,1779946582.031665
9,PLC4,PLC4_T3,3.162216,modbus_poll,response,md,1779946582.031665
9,PLC4,PLC4_T4,2.645671,modbus_poll,response,md,1779946582.031665
9,PLC5,PLC5_J302,27.127026,modbus_poll,response,md,1779946582.031665
9,PLC5,PLC5_J306,84.791237,modbus_poll,response,md,1779946582.031665
9,PLC5,PLC5_J307,27.127026,modbus_poll,response,md,1779946582.031665
9,PLC5,PLC5_J317,56.878510,modbus_poll,response,md,1779946582.031665
9,PLC5,PLC5_PU10F,0.000000,modbus_poll,response,md,1779946582.031665
9,PLC5,PLC5_PU11F,0.000000,modbus_poll,response,md,1779946582.031665
9,PLC5,PLC5_PU8F,37.370739,modbus_poll,response,md,1779946582.031665
9,PLC7,PLC7_T5,1.369333,modbus_poll,response,md,1779946582.031665
9,PLC8,PLC8_T6,4.985775,modbus_poll,response,md,1779946582.031665
9,PLC9,PLC9_T7,1.688390,modbus_poll,response,md,1779946582.031665
10,PLC1,PLC1_J269,35.060390,modbus_poll,response,md,1779946582.372691
10,PLC1,PLC1_J280,2.975436,modbus_poll,response,md,1779946582.372691
10,PLC1,PLC1_PU1F,96.112869,modbus_poll,response,md,1779946582.372691
10,PLC1,PLC1_PU2F,96.131721,modbus_poll,response,md,1779946582.372691
10,PLC2,PLC2_T1,3.031962,modbus_poll,response,md,1779946582.372691
10,PLC3,PLC3_J14,28.515709,modbus_poll,response,md,1779946582.372691
10,PLC3,PLC3_J256,89.385765,modbus_poll,response,md,1779946582.372691
10,PLC3,PLC3_J289,25.482967,modbus_poll,response,md,1779946582.372691
10,PLC3,PLC3_J300,25.421820,modbus_poll,response,md,1779946582.372691
10,PLC3,PLC3_J415,84.746269,modbus_poll,response,md,1779946582.372691
10,PLC3,PLC3_J422,27.615707,modbus_poll,response,md,1779946582.372691
10,PLC3,PLC3_PU4F,33.892082,modbus_poll,response,md,1779946582.372691
10,PLC3,PLC3_PU5F,0.000000,modbus_poll,response,md,1779946582.372691
10,PLC3,PLC3_PU6F,0.000000,modbus_poll,response,md,1779946582.372691
10,PLC3,PLC3_PU7F,48.998951,modbus_poll,response,md,1779946582.372691
10,PLC3,PLC3_T2,0.542433,modbus_poll,response,md,1779946582.372691
10,PLC3,PLC3_V2F,106.581017,modbus_poll,response,md,1779946582.372691
10,PLC4,PLC4_T3,3.204975,modbus_poll,response,md,1779946582.372691
10,PLC4,PLC4_T4,2.667021,modbus_poll,response,md,1779946582.372691
10,PLC5,PLC5_J302,27.125931,modbus_poll,response,md,1779946582.372691
10,PLC5,PLC5_J306,84.822052,modbus_poll,response,md,1779946582.372691
10,PLC5,PLC5_J307,27.125931,modbus_poll,response,md,1779946582.372691
10,PLC5,PLC5_J317,56.780304,modbus_poll,response,md,1779946582.372691
10,PLC5,PLC5_PU10F,0.000000,modbus_poll,response,md,1779946582.372691
10,PLC5,PLC5_PU11F,0.000000,modbus_poll,response,md,1779946582.372691
10,PLC5,PLC5_PU8F,37.353569,modbus_poll,response,md,1779946582.372691
10,PLC7,PLC7_T5,1.421382,modbus_poll,response,md,1779946582.372691
10,PLC8,PLC8_T6,4.954400,modbus_poll,response,md,1779946582.372691
10,PLC9,PLC9_T7,1.572721,modbus_poll,response,md,1779946582.372691
11,PLC1,PLC1_J269,35.059135,modbus_poll,response,md,1779946582.720638
11,PLC1,PLC1_J280,2.975435,modbus_poll,response,md,1779946582.720638
11,PLC1,PLC1_PU1F,96.115204,modbus_poll,response,md,1779946582.720638
11,PLC1,PLC1_PU2F,96.134064,modbus_poll,response,md,1779946582.720638
11,PLC2,PLC2_T1,3.026862,modbus_poll,response,md,1779946582.720638
11,PLC3,PLC3_J14,28.531628,modbus_poll,response,md,1779946582.720638
11,PLC3,PLC3_J256,89.418495,modbus_poll,response,md,1779946582.720638
11,PLC3,PLC3_J289,25.499958,modbus_poll,response,md,1779946582.720638
11,PLC3,PLC3_J300,25.438862,modbus_poll,response,md,1779946582.720638
11,PLC3,PLC3_J415,84.766411,modbus_poll,response,md,1779946582.720638
11,PLC3,PLC3_J422,27.631626,modbus_poll,response,md,1779946582.720638
11,PLC3,PLC3_PU4F,33.882584,modbus_poll,response,md,1779946582.720638
11,PLC3,PLC3_PU5F,0.000000,modbus_poll,response,md,1779946582.720638
11,PLC3,PLC3_PU6F,0.000000,modbus_poll,response,md,1779946582.720638
11,PLC3,PLC3_PU7F,48.997284,modbus_poll,response,md,1779946582.720638
11,PLC3,PLC3_T2,0.563389,modbus_poll,response,md,1779946582.720638
11,PLC3,PLC3_V2F,106.453995,modbus_poll,response,md,1779946582.720638
11,PLC4,PLC4_T3,3.247715,modbus_poll,response,md,1779946582.720638
11,PLC4,PLC4_T4,2.688366,modbus_poll,response,md,1779946582.720638
11,PLC5,PLC5_J302,27.124872,modbus_poll,response,md,1779946582.720638
11,PLC5,PLC5_J306,84.852859,modbus_poll,response,md,1779946582.720638
11,PLC5,PLC5_J307,27.124872,modbus_poll,response,md,1779946582.720638
11,PLC5,PLC5_J317,56.682133,modbus_poll,response,md,1779946582.720638
11,PLC5,PLC5_PU10F,0.000000,modbus_poll,response,md,1779946582.720638
11,PLC5,PLC5_PU11F,0.000000,modbus_poll,response,md,1779946582.720638
11,PLC5,PLC5_PU8F,37.336414,modbus_poll,response,md,1779946582.720638
11,PLC7,PLC7_T5,1.473384,modbus_poll,response,md,1779946582.720638
11,PLC8,PLC8_T6,4.922842,modbus_poll,response,md,1779946582.720638
11,PLC9,PLC9_T7,1.457302,modbus_poll,response,md,1779946582.720638
12,PLC1,PLC1_J269,34.823009,modbus_poll,response,md,1779946583.066290
12,PLC1,PLC1_J280,2.975226,modbus_poll,response,md,1779946583.066290
12,PLC1,PLC1_PU1F,96.555534,modbus_poll,response,md,1779946583.066290
12,PLC1,PLC1_PU2F,96.574524,modbus_poll,response,md,1779946583.066290
12,PLC2,PLC2_T1,3.021820,modbus_poll,response,md,1779946583.066290
12,PLC3,PLC3_J14,28.462738,modbus_poll,response,md,1779946583.066290
12,PLC3,PLC3_J256,89.424500,modbus_poll,response,md,1779946583.066290
12,PLC3,PLC3_J289,25.448317,modbus_poll,response,md,1779946583.066290
12,PLC3,PLC3_J300,25.387369,modbus_poll,response,md,1779946583.066290
12,PLC3,PLC3_J415,84.767822,modbus_poll,response,md,1779946583.066290
12,PLC3,PLC3_J422,27.562737,modbus_poll,response,md,1779946583.066290
12,PLC3,PLC3_PU4F,33.847740,modbus_poll,response,md,1779946583.066290
12,PLC3,PLC3_PU5F,0.000000,modbus_poll,response,md,1779946583.066290
12,PLC3,PLC3_PU6F,0.000000,modbus_poll,response,md,1779946583.066290
12,PLC3,PLC3_PU7F,48.969208,modbus_poll,response,md,1779946583.066290
12,PLC3,PLC3_T2,0.584243,modbus_poll,response,md,1779946583.066290
12,PLC3,PLC3_V2F,104.224861,modbus_poll,response,md,1779946583.066290
12,PLC4,PLC4_T3,3.290435,modbus_poll,response,md,1779946583.066290
12,PLC4,PLC4_T4,2.709706,modbus_poll,response,md,1779946583.066290
12,PLC5,PLC5_J302,20.909052,modbus_poll,response,md,1779946583.066290
12,PLC5,PLC5_J306,82.420723,modbus_poll,response,md,1779946583.066290
12,PLC5,PLC5_J307,20.796837,modbus_poll,response,md,1779946583.066290
12,PLC5,PLC5_J317,67.983963,modbus_poll,response,md,1779946583.066290
12,PLC5,PLC5_PU10F,30.858301,modbus_poll,response,md,1779946583.066290
12,PLC5,PLC5_PU11F,0.000000,modbus_poll,response,md,1779946583.066290
12,PLC5,PLC5_PU8F,35.267242,modbus_poll,response,md,1779946583.066290
12,PLC7,PLC7_T5,1.525340,modbus_poll,response,md,1779946583.066290
12,PLC8,PLC8_T6,4.891101,modbus_poll,response,md,1779946583.066290
12,PLC9,PLC9_T7,1.342131,modbus_poll,response,md,1779946583.066290
13,PLC1,PLC1_J269,35.123379,modbus_poll,response,md,1779946583.410789
13,PLC1,PLC1_J280,2.975492,modbus_poll,response,md,1779946583.410789
13,PLC1,PLC1_PU1F,95.995285,modbus_poll,response,md,1779946583.410789
