iteration,poll_md_total,poll_coil_total,poll_error_total,downlink_written_total,downlink_skipped_total,downlink_error_total,downlink.PLC1.error_count,downlink.PLC1.ip,downlink.PLC1.skipped_count,downlink.PLC1.write.PLC2_T1.md_index,downlink.PLC1.write.PLC2_T1.source,downlink.PLC1.write.PLC2_T1.value,downlink.PLC1.written_count,downlink.PLC2.error_count,downlink.PLC2.ip,downlink.PLC2.skipped_count,downlink.PLC2.write.PLC3_T2.md_index,downlink.PLC2.write.PLC3_T2.source,downlink.PLC2.write.PLC3_T2.value,downlink.PLC2.write.PLC4_T3.md_index,downlink.PLC2.write.PLC4_T3.source,downlink.PLC2.write.PLC4_T3.value,downlink.PLC2.write.PLC4_T4.md_index,downlink.PLC2.write.PLC4_T4.source,downlink.PLC2.write.PLC4_T4.value,downlink.PLC2.written_count,downlink.PLC3.error_count,downlink.PLC3.ip,downlink.PLC3.skipped_count,downlink.PLC3.written_count,downlink.PLC4.error_count,downlink.PLC4.ip,downlink.PLC4.skipped_count,downlink.PLC4.write.PLC7_T5.md_index,downlink.PLC4.write.PLC7_T5.source,downlink.PLC4.write.PLC7_T5.value,downlink.PLC4.write.PLC9_T7.md_index,downlink.PLC4.write.PLC9_T7.source,downlink.PLC4.write.PLC9_T7.value,downlink.PLC4.written_count,downlink.PLC5.error_count,downlink.PLC5.ip,downlink.PLC5.skipped_count,downlink.PLC5.written_count,downlink.PLC7.error_count,downlink.PLC7.ip,downlink.PLC7.skipped_count,downlink.PLC7.written_count,downlink.PLC8.error_count,downlink.PLC8.ip,downlink.PLC8.skipped_count,downlink.PLC8.written_count,downlink.PLC9.error_count,downlink.PLC9.ip,downlink.PLC9.skipped_count,downlink.PLC9.written_count,poll.PLC1.coil_count,poll.PLC1.error_count,poll.PLC1.ip,poll.PLC1.md.PLC1_J269,poll.PLC1.md.PLC1_J280,poll.PLC1.md.PLC1_PU1F,poll.PLC1.md.PLC1_PU2F,poll.PLC1.md.PLC2_T1,poll.PLC1.md_count,poll.PLC2.coil_count,poll.PLC2.error_count,poll.PLC2.ip,poll.PLC2.md.PLC2_T1,poll.PLC2.md.PLC3_T2,poll.PLC2.md.PLC4_T3,poll.PLC2.md.PLC4_T4,poll.PLC2.md_count,poll.PLC3.coil_count,poll.PLC3.error_count,poll.PLC3.ip,poll.PLC3.md.PLC3_J14,poll.PLC3.md.PLC3_J256,poll.PLC3.md.PLC3_J289,poll.PLC3.md.PLC3_J300,poll.PLC3.md.PLC3_J415,poll.PLC3.md.PLC3_J422,poll.PLC3.md.PLC3_PU4F,poll.PLC3.md.PLC3_PU5F,poll.PLC3.md.PLC3_PU6F,poll.PLC3.md.PLC3_PU7F,poll.PLC3.md.PLC3_T2,poll.PLC3.md.PLC3_V2F,poll.PLC3.md_count,poll.PLC4.coil_count,poll.PLC4.error_count,poll.PLC4.ip,poll.PLC4.md.PLC4_T3,poll.PLC4.md.PLC4_T4,poll.PLC4.md.PLC7_T5,poll.PLC4.md.PLC9_T7,poll.PLC4.md_count,poll.PLC5.coil_count,poll.PLC5.error_count,poll.PLC5.ip,poll.PLC5.md.PLC5_J302,poll.PLC5.md.PLC5_J306,poll.PLC5.md.PLC5_J307,poll.PLC5.md.PLC5_J317,poll.PLC5.md.PLC5_PU10F,poll.PLC5.md.PLC5_PU11F,poll.PLC5.md.PLC5_PU8F,poll.PLC5.md_count,poll.PLC7.coil_count,poll.PLC7.error_count,poll.PLC7.ip,poll.PLC7.md.PLC7_T5,poll.PLC7.md_count,poll.PLC8.coil_count,poll.PLC8.error_count,poll.PLC8.ip,poll.PLC8.md.PLC8_T6,poll.PLC8.md_count,poll.PLC9.coil_count,poll.PLC9.error_count,poll.PLC9.ip,poll.PLC9.md.PLC9_T7,poll.PLC9.md_count
11,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,3.026862144470215,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.5633891820907593,2,poll:PLC4:PLC4_T3,3.2477145195007324,3,poll:PLC4:PLC4_T4,2.688365936279297,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,1.4733840227127075,2,poll:PLC9:PLC9_T7,1.4573020935058594,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.05913543701172,2.9754350185394287,96.11520385742188,96.13406372070312,3.0319621562957764,5,0,0,192.168.2.1,3.026862144470215,0.5424333214759827,3.204974889755249,2.667020797729492,4,0,0,192.168.3.1,28.531627655029297,89.41849517822266,25.499958038330078,25.438861846923828,84.76641082763672,27.63162612915039,33.88258361816406,0.0,0.0,48.997283935546875,0.5633891820907593,106.45399475097656,12,0,0,192.168.4.1,3.2477145195007324,2.688365936279297,1.421381950378418,1.5727211236953735,4,0,0,192.168.5.1,27.1248722076416,84.85285949707031,27.1248722076416,56.682132720947266,0.0,0.0,37.3364143371582,7,0,0,192.168.7.1,1.4733840227127075,1,0,0,192.168.8.1,4.922841548919678,1,0,0,192.168.9.1,1.4573020935058594,1
12,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,3.021820306777954,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.5842425227165222,2,poll:PLC4:PLC4_T3,3.2904350757598877,3,poll:PLC4:PLC4_T4,2.7097060680389404,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,1.5253397226333618,2,poll:PLC9:PLC9_T7,1.3421308994293213,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,34.8230094909668,2.9752261638641357,96.55553436279297,96.57452392578125,3.026862144470215,5,0,0,192.168.2.1,3.021820306777954,0.5633891820907593,3.2477145195007324,2.688365936279297,4,0,0,192.168.3.1,28.462738037109375,89.42449951171875,25.44831657409668,25.38736915588379,84.767822265625,27.56273651123047,33.847740173339844,0.0,0.0,48.969207763671875,0.5842425227165222,104.22486114501953,12,0,0,192.168.4.1,3.2904350757598877,2.7097060680389404,1.4733840227127075,1.4573020935058594,4,0,0,192.168.5.1,20.9090518951416,82.42072296142578,20.796836853027344,67.98396301269531,30.858301162719727,0.0,35.267242431640625,7,0,0,192.168.7.1,1.5253397226333618,1,0,0,192.168.8.1,4.891101360321045,1,0,0,192.168.9.1,1.3421308994293213,1
13,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,3.0067665576934814,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.6031796932220459,2,poll:PLC4:PLC4_T3,3.33308482170105,3,poll:PLC4:PLC4_T4,2.7309672832489014,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,1.5717049837112427,2,poll:PLC9:PLC9_T7,1.389577031135559,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.12337875366211,2.975491762161255,95.99528503417969,96.01410675048828,3.021820306777954,5,0,0,192.168.2.1,3.0067665576934814,0.5842425227165222,3.2904350757598877,2.7097060680389404,4,0,0,192.168.3.1,28.585479736328125,90.29632568359375,25.57642364501953,25.516616821289062,86.58304595947266,27.68547821044922,33.394020080566406,0.0,0.0,48.062652587890625,0.6031796932220459,105.60450744628906,12,0,0,192.168.4.1,3.33308482170105,2.7309672832489014,1.5253397226333618,1.3421308994293213,4,0,0,192.168.5.1,21.302595138549805,83.23043823242188,21.191362380981445,68.86588287353516,30.71192741394043,0.0,35.02668762207031,7,0,0,192.168.7.1,1.5717049837112427,1,0,0,192.168.8.1,4.911775588989258,1,0,0,192.168.9.1,1.389577031135559,1
14,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.9952824115753174,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.6245405673980713,2,poll:PLC4:PLC4_T3,3.377821683883667,3,poll:PLC4:PLC4_T4,2.780731678009033,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,1.626052975654602,2,poll:PLC9:PLC9_T7,1.4532108306884766,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.11991500854492,2.9754889011383057,96.00174713134766,96.02056884765625,3.0067665576934814,5,0,0,192.168.2.1,2.9952824115753174,0.6031796932220459,3.33308482170105,2.7309672832489014,4,0,0,192.168.3.1,28.601049423217773,90.32994079589844,25.593381881713867,25.533611297607422,86.6229019165039,27.701047897338867,33.38378143310547,0.0,0.0,48.05016326904297,0.6245405673980713,105.45207214355469,12,0,0,192.168.4.1,3.377821683883667,2.780731678009033,1.5717049837112427,1.389577031135559,4,0,0,192.168.5.1,21.30168914794922,83.26216888427734,21.190523147583008,68.89838409423828,30.701885223388672,0.0,35.00775146484375,7,0,0,192.168.7.1,1.626052975654602,1,0,0,192.168.8.1,4.936236381530762,1,0,0,192.168.9.1,1.4532108306884766,1
15,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.9838738441467285,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.6457866430282593,2,poll:PLC4:PLC4_T3,3.4225375652313232,3,poll:PLC4:PLC4_T4,2.830460786819458,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,1.6803498268127441,2,poll:PLC9:PLC9_T7,1.5144782066345215,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.11649703979492,2.9754858016967773,96.00813293457031,96.02696228027344,2.9952824115753174,5,0,0,192.168.2.1,2.9838738441467285,0.6245405673980713,3.377821683883667,2.780731678009033,4,0,0,192.168.3.1,28.616565704345703,90.363525390625,25.610279083251953,25.550546646118164,86.66268157958984,27.716564178466797,33.3735237121582,0.0,0.0,48.03767776489258,0.6457866430282593,105.30025482177734,12,0,0,192.168.4.1,3.4225375652313232,2.830460786819458,1.626052975654602,1.4532108306884766,4,0,0,192.168.5.1,21.30133628845215,83.2940902709961,21.19025230407715,68.93866729736328,30.689664840698242,0.0,34.9890022277832,7,0,0,192.168.7.1,1.6803498268127441,1,0,0,192.168.8.1,4.960720062255859,1,0,0,192.168.9.1,1.5144782066345215,1
16,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.972541570663452,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.6669185757637024,2,poll:PLC4:PLC4_T3,3.4672327041625977,3,poll:PLC4:PLC4_T4,2.8801543712615967,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,1.7345961332321167,2,poll:PLC9:PLC9_T7,1.575594186782837,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.11309814453125,2.975482702255249,96.01447296142578,96.0333023071289,2.9838738441467285,5,0,0,192.168.2.1,2.972541570663452,0.6457866430282593,3.4225375652313232,2.830460786819458,4,0,0,192.168.3.1,28.632017135620117,90.3970718383789,25.627107620239258,25.567411422729492,86.70244598388672,27.73201560974121,33.363243103027344,0.0,0.0,48.025150299072266,0.6669185757637024,105.14900970458984,12,0,0,192.168.4.1,3.4672327041625977,2.8801543712615967,1.6803498268127441,1.5144782066345215,4,0,0,192.168.5.1,21.301010131835938,83.32599639892578,21.19000816345215,68.97877502441406,30.6774959564209,0.0,34.97026824951172,7,0,0,192.168.7.1,1.7345961332321167,1,0,0,192.168.8.1,4.9852471351623535,1,0,0,192.168.9.1,1.575594186782837,1
17,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.961285352706909,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.6879369020462036,2,poll:PLC4:PLC4_T3,3.5119071006774902,3,poll:PLC4:PLC4_T4,2.9298129081726074,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,1.7887916564941406,2,poll:PLC9:PLC9_T7,1.6365602016448975,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.10973358154297,2.9754798412323,96.02075958251953,96.03958892822266,2.972541570663452,5,0,0,192.168.2.1,2.961285352706909,0.6669185757637024,3.4672327041625977,2.8801543712615967,4,0,0,192.168.3.1,28.647403717041016,90.43058013916016,25.64386558532715,25.58420753479004,86.74214935302734,27.74740219116211,33.352943420410156,0.0,0.0,48.01261520385742,0.6879369020462036,104.99835968017578,12,0,0,192.168.4.1,3.5119071006774902,2.9298129081726074,1.7345961332321167,1.575594186782837,4,0,0,192.168.5.1,21.300716400146484,83.35787963867188,21.189796447753906,69.01883697509766,30.665346145629883,0.0,34.95155334472656,7,0,0,192.168.7.1,1.7887916564941406,1,0,0,192.168.8.1,5.009818077087402,1,0,0,192.168.9.1,1.6365602016448975,1
18,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.9501049518585205,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.7088421583175659,2,poll:PLC4:PLC4_T3,3.556560754776001,3,poll:PLC4:PLC4_T4,2.979436159133911,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,1.8429367542266846,2,poll:PLC9:PLC9_T7,1.6973767280578613,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.10639190673828,2.9754767417907715,96.0270004272461,96.04582977294922,2.961285352706909,5,0,0,192.168.2.1,2.9501049518585205,0.6879369020462036,3.5119071006774902,2.9298129081726074,4,0,0,192.168.3.1,28.6627254486084,90.46404266357422,25.660552978515625,25.600933074951172,86.78181457519531,27.762723922729492,33.34261703491211,0.0,0.0,48.00006103515625,0.7088421583175659,104.8482894897461,12,0,0,192.168.4.1,3.556560754776001,2.979436159133911,1.7887916564941406,1.6365602016448975,4,0,0,192.168.5.1,21.300457000732422,83.3897476196289,21.189617156982422,69.05884552001953,30.653213500976562,0.0,34.932857513427734,7,0,0,192.168.7.1,1.8429367542266846,1,0,0,192.168.8.1,5.034431457519531,1,0,0,192.168.9.1,1.6973767280578613,1
19,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.938999652862549,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.7296349406242371,2,poll:PLC4:PLC4_T3,3.6011931896209717,3,poll:PLC4:PLC4_T4,3.0290238857269287,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,1.8970311880111694,2,poll:PLC9:PLC9_T7,1.7580442428588867,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.10307312011719,2.9754738807678223,96.03318786621094,96.0520248413086,2.9501049518585205,5,0,0,192.168.2.1,2.938999652862549,0.7088421583175659,3.556560754776001,2.979436159133911,4,0,0,192.168.3.1,28.677982330322266,90.49746704101562,25.677169799804688,25.61758804321289,86.82141876220703,27.77798080444336,33.332271575927734,0.0,0.0,47.98749542236328,0.7296349406242371,104.69880676269531,12,0,0,192.168.4.1,3.6011931896209717,3.0290238857269287,1.8429367542266846,1.6973767280578613,4,0,0,192.168.5.1,21.300230026245117,83.42160034179688,21.189470291137695,69.09880828857422,30.641098022460938,0.0,34.91417694091797,7,0,0,192.168.7.1,1.8970311880111694,1,0,0,192.168.8.1,5.05908727645874,1,0,0,192.168.9.1,1.7580442428588867,1
20,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.9279696941375732,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.7503157258033752,2,poll:PLC4:PLC4_T3,3.6458048820495605,3,poll:PLC4:PLC4_T4,3.0785763263702393,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,1.9510751962661743,2,poll:PLC9:PLC9_T7,1.818563461303711,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.09978103637695,2.975471019744873,96.03933715820312,96.05817413330078,2.938999652862549,5,0,0,192.168.2.1,2.9279696941375732,0.7296349406242371,3.6011931896209717,3.0290238857269287,4,0,0,192.168.3.1,28.693174362182617,90.53084564208984,25.69371795654297,25.634172439575195,86.86099243164062,27.79317283630371,33.321903228759766,0.0,0.0,47.97489929199219,0.7503157258033752,104.54989624023438,12,0,0,192.168.4.1,3.6458048820495605,3.0785763263702393,1.8970311880111694,1.7580442428588867,4,0,0,192.168.5.1,21.30003547668457,83.45343780517578,21.18935775756836,69.13872528076172,30.62900161743164,0.0,34.89551544189453,7,0,0,192.168.7.1,1.9510751962661743,1,0,0,192.168.8.1,5.0837860107421875,1,0,0,192.168.9.1,1.818563461303711,1
21,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.9170143604278564,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.7708851099014282,2,poll:PLC4:PLC4_T3,3.6903955936431885,3,poll:PLC4:PLC4_T4,3.1280930042266846,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.005068778991699,2,poll:PLC9:PLC9_T7,1.8789348602294922,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.096519470214844,2.975468158721924,96.04542541503906,96.06426239013672,2.9279696941375732,5,0,0,192.168.2.1,2.9170143604278564,0.7503157258033752,3.6458048820495605,3.0785763263702393,4,0,0,192.168.3.1,28.708303451538086,90.56419372558594,25.71019744873047,25.65069007873535,86.90052032470703,27.80830192565918,33.31151580810547,0.0,0.0,47.9622917175293,0.7708851099014282,104.40158081054688,12,0,0,192.168.4.1,3.6903955936431885,3.1280930042266846,1.9510751962661743,1.818563461303711,4,0,0,192.168.5.1,21.299875259399414,83.4852523803711,21.18927764892578,69.1785888671875,30.61692237854004,0.0,34.876869201660156,7,0,0,192.168.7.1,2.005068778991699,1,0,0,192.168.8.1,5.108526229858398,1,0,0,192.168.9.1,1.8789348602294922,1
22,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.9061338901519775,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.791343629360199,2,poll:PLC4:PLC4_T3,3.7349650859832764,3,poll:PLC4:PLC4_T4,3.177574396133423,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.0590121746063232,2,poll:PLC9:PLC9_T7,1.9391590356826782,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.09328079223633,2.9754652976989746,96.05147552490234,96.0703125,2.9170143604278564,5,0,0,192.168.2.1,2.9061338901519775,0.7708851099014282,3.6903955936431885,3.1280930042266846,4,0,0,192.168.3.1,28.723369598388672,90.59749603271484,25.726608276367188,25.667139053344727,86.94000244140625,27.823368072509766,33.30110549926758,0.0,0.0,47.94966506958008,0.791343629360199,104.25387573242188,12,0,0,192.168.4.1,3.7349650859832764,3.177574396133423,2.005068778991699,1.8789348602294922,4,0,0,192.168.5.1,21.299747467041016,83.51705169677734,21.189231872558594,69.21839904785156,30.604862213134766,0.0,34.858245849609375,7,0,0,192.168.7.1,2.0590121746063232,1,0,0,192.168.8.1,5.133308410644531,1,0,0,192.168.9.1,1.9391590356826782,1
23,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.89532732963562,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.8116918802261353,2,poll:PLC4:PLC4_T3,3.7795135974884033,3,poll:PLC4:PLC4_T4,3.227020025253296,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.1129050254821777,2,poll:PLC9:PLC9_T7,1.9992364645004272,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.09007263183594,2.9754624366760254,96.05746459960938,96.07630920410156,2.9061338901519775,5,0,0,192.168.2.1,2.89532732963562,0.791343629360199,3.7349650859832764,3.177574396133423,4,0,0,192.168.3.1,28.738372802734375,90.6307601928711,25.742950439453125,25.68351936340332,86.97942352294922,27.8383731842041,33.290672302246094,0.0,0.0,47.9370231628418,0.8116918802261353,104.10675811767578,12,0,0,192.168.4.1,3.7795135974884033,3.227020025253296,2.0590121746063232,1.9391590356826782,4,0,0,192.168.5.1,21.299652099609375,83.54883575439453,21.18921661376953,69.25816345214844,30.592819213867188,0.0,34.839637756347656,7,0,0,192.168.7.1,2.1129050254821777,1,0,0,192.168.8.1,5.1581315994262695,1,0,0,192.168.9.1,1.9992364645004272,1
24,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.8845949172973633,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.83193039894104,2,poll:PLC4:PLC4_T3,3.8240408897399902,3,poll:PLC4:PLC4_T4,3.276430130004883,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.166747570037842,2,poll:PLC9:PLC9_T7,2.0591676235198975,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.08687973022461,2.975459575653076,96.06342315673828,96.08226776123047,2.89532732963562,5,0,0,192.168.2.1,2.8845949172973633,0.8116918802261353,3.7795135974884033,3.227020025253296,4,0,0,192.168.3.1,28.753313064575195,90.66398620605469,25.75922393798828,25.699831008911133,87.01880645751953,27.85331153869629,33.28022003173828,0.0,0.0,47.92436599731445,0.83193039894104,103.96023559570312,12,0,0,192.168.4.1,3.8240408897399902,3.276430130004883,2.1129050254821777,1.9992364645004272,4,0,0,192.168.5.1,21.299589157104492,83.58059692382812,21.189233779907227,69.29788208007812,30.580795288085938,0.0,34.821044921875,7,0,0,192.168.7.1,2.166747570037842,1,0,0,192.168.8.1,5.1829962730407715,1,0,0,192.168.9.1,2.0591676235198975,1
25,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.873936414718628,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.8520597815513611,2,poll:PLC4:PLC4_T3,3.868546962738037,3,poll:PLC4:PLC4_T4,3.3258044719696045,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.2205398082733154,2,poll:PLC9:PLC9_T7,2.118953227996826,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.15725326538086,2.9755218029022217,95.9320297241211,95.9508285522461,2.8845949172973633,5,0,0,192.168.2.1,2.873936414718628,0.83193039894104,3.8240408897399902,3.276430130004883,4,0,0,192.168.3.1,28.79966926574707,91.46609497070312,25.809734344482422,25.75275421142578,87.18052673339844,27.899667739868164,32.81329345703125,0.0,0.0,47.863365173339844,0.8520597815513611,104.14988708496094,12,0,0,192.168.4.1,3.868546962738037,3.3258044719696045,2.166747570037842,2.0591676235198975,4,0,0,192.168.5.1,21.39777946472168,83.88386535644531,21.287614822387695,69.490478515625,30.552227020263672,0.0,34.701087951660156,7,0,0,192.168.7.1,2.2205398082733154,1,0,0,192.168.8.1,5.207901954650879,1,0,0,192.168.9.1,2.118953227996826,1
26,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.864257574081421,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.8728238940238953,2,poll:PLC4:PLC4_T3,3.9149253368377686,3,poll:PLC4:PLC4_T4,3.37674617767334,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.277125597000122,2,poll:PLC9:PLC9_T7,2.1828534603118896,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.15453338623047,2.9755194187164307,95.9371109008789,95.9559097290039,2.873936414718628,5,0,0,192.168.2.1,2.864257574081421,0.8520597815513611,3.868546962738037,3.3258044719696045,4,0,0,192.168.3.1,28.81513786315918,91.50033569335938,25.8265323638916,25.76959228515625,87.2210693359375,27.915136337280273,32.80236053466797,0.0,0.0,47.85032653808594,0.8728238940238953,104.00515747070312,12,0,0,192.168.4.1,3.9149253368377686,3.37674617767334,2.2205398082733154,2.118953227996826,4,0,0,192.168.5.1,21.398286819458008,83.91732788085938,21.288192749023438,69.5262451171875,30.54155158996582,0.0,34.6817626953125,7,0,0,192.168.7.1,2.277125597000122,1,0,0,192.168.8.1,5.233445167541504,1,0,0,192.168.9.1,2.1828534603118896,1
27,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.8546507358551025,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.8934811353683472,2,poll:PLC4:PLC4_T3,3.9612815380096436,3,poll:PLC4:PLC4_T4,3.4276509284973145,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.3336589336395264,2,poll:PLC9:PLC9_T7,2.245021343231201,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.15184020996094,2.9755170345306396,95.94213104248047,95.9609375,2.864257574081421,5,0,0,192.168.2.1,2.8546507358551025,0.8728238940238953,3.9149253368377686,3.37674617767334,4,0,0,192.168.3.1,28.830554962158203,91.5345458984375,25.843273162841797,25.7863712310791,87.2615737915039,27.930553436279297,32.791404724121094,0.0,0.0,47.8372688293457,0.8934811353683472,103.86100769042969,12,0,0,192.168.4.1,3.9612815380096436,3.4276509284973145,2.277125597000122,2.1828534603118896,4,0,0,192.168.5.1,21.399198532104492,83.95092010498047,21.289186477661133,69.56761169433594,30.529296875,0.0,34.66257095336914,7,0,0,192.168.7.1,2.3336589336395264,1,0,0,192.168.8.1,5.259016513824463,1,0,0,192.168.9.1,2.245021343231201,1
